       0       0.00000000000           0.00000000000    
       1     -0.174378267700E-02     -0.174378267700E-02
       2      0.272304585848E-01      0.272304585848E-01
       3      0.680315504773E-01      0.680315504773E-01
       4      0.760378582321E-01      0.760378582321E-01
       5      0.676831957131E-01      0.676831957131E-01
       6      0.111334376163          0.111334376163    
       7      0.986651587468E-01      0.986651587468E-01
       8      0.110903894309          0.110903894309    
       9      0.102214115345          0.102214115345    
      10      0.750692636625E-01      0.750692636625E-01
      11      0.578186512678E-01      0.578186512678E-01
      12      0.683165956407E-01      0.683165956407E-01
      13      0.401127780473E-01      0.401127780473E-01
      14      0.302575313702E-01      0.302575313702E-01
      15      0.185672502720E-01      0.185672502720E-01
      16      0.195100359048E-01      0.195100359048E-01
      17      0.388545431775E-01      0.388545431775E-01
      18      0.137873812535E-01      0.137873812535E-01
      19     -0.399928217650E-02     -0.399928217650E-02
      20     -0.192519639694E-01     -0.192519639694E-01
      21     -0.509216231482E-01     -0.509216231482E-01
      22     -0.718280959066E-01     -0.718280959066E-01
      23     -0.840276288812E-01     -0.840276288812E-01
      24     -0.122786148984         -0.122786148984    
      25     -0.124622291888         -0.124622291888    
      26     -0.140080771363         -0.140080771363    
      27     -0.133741344141         -0.133741344141    
      28     -0.119866442941         -0.119866442941    
      29     -0.123630047843         -0.123630047843    
      30     -0.116622012447         -0.116622012447    
      31     -0.104913589896         -0.104913589896    
      32     -0.126114351606         -0.126114351606    
      33     -0.139544047544         -0.139544047544    
      34     -0.133263056857         -0.133263056857    
      35     -0.132834096657         -0.132834096657    
      36     -0.157973978549         -0.157973978549    
      37     -0.166547889875         -0.166547889875    
      38     -0.184716963775         -0.184716963775    
      39     -0.158226377210         -0.158226377210    
      40     -0.167962147146         -0.167962147146    
      41     -0.197423489395         -0.197423489395    
      42     -0.200830607899         -0.200830607899    
      43     -0.219023603298         -0.219023603298    
      44     -0.233682919768         -0.233682919768    
      45     -0.223285698900         -0.223285698900    
      46     -0.215395792343         -0.215395792343    
      47     -0.186259933332         -0.186259933332    
      48     -0.223329228887         -0.223329228887    
      49     -0.268799120436         -0.268799120436    
      50     -0.249887470054         -0.249887470054    
      51     -0.222373281574         -0.222373281574    
      52     -0.214137431487         -0.214137431487    
      53     -0.201246573622         -0.201246573622    
      54     -0.194579100612         -0.194579100612    
      55     -0.212142089197         -0.212142089197    
      56     -0.181354090161         -0.181354090161    
      57     -0.194385722489         -0.194385722489    
      58     -0.229847383520         -0.229847383520    
      59     -0.213088908815         -0.213088908815    
      60     -0.192227379041         -0.192227379041    
